property_id,postal_code,market_value,squared_m,num_rooms,wall_color,wall_color_hex,locker_number
PR-00745,PC-048,540193.94,169.6,6,Slate Gray,#708090,85
PR-00746,PC-032,573344.19,192.4,6,Sage Green,#9CAF88,254
PR-00747,PC-016,310699.44,75.6,2,Charcoal Black,#36454F,68
PR-00748,PC-011,455478.2,197.4,6,Blush Pink,#F9C6C9,95
PR-00749,PC-036,364994.68,92.0,3,Slate Gray,#708090,151
PR-00750,PC-042,364862.95,170.8,5,Sand Beige,#F4E1C1,166
PR-00751,PC-038,476601.86,164.7,5,Blush Pink,#F9C6C9,178
PR-00752,PC-038,448266.26,148.2,5,Mustard Yellow,#E1AD01,73
PR-00753,PC-024,268774.88,84.9,3,Sky Blue,#87CEEB,14
PR-00754,PC-018,421316.13,213.0,8,Mustard Yellow,#E1AD01,21
PR-00755,PC-027,416077.1,146.2,4,Sand Beige,#F4E1C1,46
PR-00756,PC-016,292728.57,55.8,3,Charcoal Black,#36454F,263
PR-00757,PC-049,477321.25,128.4,5,Forest Green,#228B22,98
PR-00758,PC-021,327800.12,86.4,3,Slate Gray,#708090,33
PR-00759,PC-046,319348.76,110.2,5,Sky Blue,#87CEEB,216
PR-00760,PC-032,457436.88,105.4,4,Slate Gray,#708090,186
PR-00761,PC-009,322720.69,52.3,2,Terracotta,#E2725B,273
PR-00762,PC-032,379218.26,36.0,2,Blush Pink,#F9C6C9,218
PR-00763,PC-041,412445.12,194.5,7,Sage Green,#9CAF88,67
PR-00764,PC-048,499017.54,139.9,5,Forest Green,#228B22,71
PR-00765,PC-019,338981.51,92.9,3,Sky Blue,#87CEEB,203
PR-00766,PC-042,424688.31,205.9,7,Forest Green,#228B22,60
PR-00767,PC-040,463065.62,174.3,7,Mustard Yellow,#E1AD01,186
PR-00768,PC-017,435111.57,213.1,7,Charcoal Black,#36454F,119
PR-00769,PC-024,329732.91,128.9,5,Sky Blue,#87CEEB,157
PR-00770,PC-035,204201.72,48.5,2,Sky Blue,#87CEEB,252
PR-00771,PC-032,500077.4,134.0,5,Mustard Yellow,#E1AD01,181
PR-00772,PC-003,288015.66,138.5,4,Mustard Yellow,#E1AD01,106
PR-00773,PC-008,431754.57,103.2,4,Mustard Yellow,#E1AD01,294
PR-00774,PC-018,243866.4,82.1,3,Terracotta,#E2725B,53
PR-00775,PC-008,389545.85,71.9,2,Sky Blue,#87CEEB,70
PR-00776,PC-004,536209.43,216.2,7,Terracotta,#E2725B,188
PR-00777,PC-044,453558.22,145.6,5,Terracotta,#E2725B,237
PR-00778,PC-036,354041.77,80.4,3,Terracotta,#E2725B,227
PR-00779,PC-034,329571.06,79.1,3,Forest Green,#228B22,55
PR-00780,PC-009,419828.9,118.2,5,Terracotta,#E2725B,294
PR-00781,PC-014,273367.68,46.8,1,Ivory White,#FFFFF0,122
PR-00782,PC-012,318568.13,97.4,3,Ivory White,#FFFFF0,49
PR-00783,PC-017,410581.61,193.9,7,Ivory White,#FFFFF0,262
PR-00784,PC-047,280085.87,36.2,3,Sky Blue,#87CEEB,286
PR-00785,PC-002,295211.38,106.0,4,Sky Blue,#87CEEB,74
PR-00786,PC-014,295535.0,64.3,3,Sand Beige,#F4E1C1,55
PR-00787,PC-016,325491.54,82.3,4,Ivory White,#FFFFF0,12
PR-00788,PC-049,537550.65,168.8,5,Mustard Yellow,#E1AD01,177
PR-00789,PC-003,206390.86,76.3,2,Ivory White,#FFFFF0,28
PR-00790,PC-016,365557.01,114.3,4,Sage Green,#9CAF88,144
PR-00791,PC-027,473754.63,180.3,6,Terracotta,#E2725B,231
PR-00792,PC-035,282053.5,111.1,4,Forest Green,#228B22,28
PR-00793,PC-004,346645.39,67.2,3,Sky Blue,#87CEEB,155
PR-00794,PC-012,421225.76,172.7,5,Sage Green,#9CAF88,194
PR-00795,PC-015,402540.5,178.4,5,Sage Green,#9CAF88,68
PR-00796,PC-045,226952.41,102.8,3,Slate Gray,#708090,37
PR-00797,PC-041,202620.0,37.4,1,Forest Green,#228B22,123
PR-00798,PC-019,325754.58,93.5,2,Terracotta,#E2725B,172
PR-00799,PC-048,376280.48,44.0,1,Charcoal Black,#36454F,299
PR-00800,PC-034,362803.81,105.9,3,Blush Pink,#F9C6C9,234
PR-00801,PC-035,208826.84,63.5,1,Blush Pink,#F9C6C9,129
PR-00802,PC-015,460706.44,207.6,7,Charcoal Black,#36454F,260
PR-00803,PC-006,447223.9,193.1,6,Terracotta,#E2725B,217
PR-00804,PC-002,416993.3,199.8,6,Charcoal Black,#36454F,163
PR-00805,PC-023,349648.01,107.1,4,Charcoal Black,#36454F,203
PR-00806,PC-045,331330.12,187.6,6,Blush Pink,#F9C6C9,93
PR-00807,PC-038,470788.54,168.4,4,Slate Gray,#708090,279
PR-00808,PC-035,218386.47,61.4,2,Sage Green,#9CAF88,116
PR-00809,PC-032,459719.75,109.9,4,Sage Green,#9CAF88,275
PR-00810,PC-005,335396.8,71.1,3,Blush Pink,#F9C6C9,256
PR-00811,PC-040,420963.72,147.3,5,Mustard Yellow,#E1AD01,209
PR-00812,PC-020,312678.08,50.2,2,Terracotta,#E2725B,152
PR-00813,PC-049,396636.26,59.7,3,Blush Pink,#F9C6C9,281
PR-00814,PC-003,367466.99,203.0,7,Sand Beige,#F4E1C1,17
PR-00815,PC-009,468622.72,164.9,5,Sky Blue,#87CEEB,25
PR-00816,PC-043,262924.64,126.3,5,Sand Beige,#F4E1C1,10
PR-00817,PC-032,497286.57,137.3,4,Slate Gray,#708090,251
PR-00818,PC-013,538943.7,206.9,7,Charcoal Black,#36454F,49
PR-00819,PC-022,351603.38,109.1,3,Slate Gray,#708090,194
PR-00820,PC-027,506541.11,208.3,7,Mustard Yellow,#E1AD01,99
PR-00821,PC-048,594214.63,199.2,8,Charcoal Black,#36454F,71
PR-00822,PC-019,418066.69,163.8,5,Sky Blue,#87CEEB,259
PR-00823,PC-006,420547.42,173.3,5,Forest Green,#228B22,260
PR-00824,PC-002,350471.58,144.2,5,Slate Gray,#708090,278
PR-00825,PC-018,234029.68,75.1,3,Sand Beige,#F4E1C1,178
PR-00826,PC-036,479582.48,181.9,5,Charcoal Black,#36454F,296
PR-00827,PC-041,238169.92,63.0,2,Mustard Yellow,#E1AD01,254
PR-00828,PC-043,295109.98,149.4,5,Sage Green,#9CAF88,264
PR-00829,PC-042,305511.65,118.9,4,Blush Pink,#F9C6C9,259
PR-00830,PC-020,427443.69,137.7,4,Charcoal Black,#36454F,118
PR-00831,PC-012,478807.07,212.0,8,Sage Green,#9CAF88,146
PR-00832,PC-046,322594.48,121.1,5,Forest Green,#228B22,16
PR-00833,PC-050,396463.58,167.8,7,Sage Green,#9CAF88,50
PR-00834,PC-031,182508.73,38.0,1,Sand Beige,#F4E1C1,104
PR-00835,PC-038,388944.23,99.2,3,Mustard Yellow,#E1AD01,108
PR-00836,PC-050,237563.82,58.6,1,Mustard Yellow,#E1AD01,8
PR-00837,PC-020,370366.96,92.3,3,Blush Pink,#F9C6C9,195
PR-00838,PC-036,442234.93,161.3,4,Blush Pink,#F9C6C9,177
PR-00839,PC-015,335750.86,115.7,3,Sky Blue,#87CEEB,54
PR-00840,PC-039,468927.15,198.2,7,Ivory White,#FFFFF0,208
PR-00841,PC-026,314713.48,158.7,5,Sage Green,#9CAF88,114
PR-00842,PC-007,267355.55,123.0,4,Sky Blue,#87CEEB,72
PR-00843,PC-040,435466.44,162.3,5,Terracotta,#E2725B,94
PR-00844,PC-039,468048.82,192.1,7,Mustard Yellow,#E1AD01,298
PR-00845,PC-042,406924.0,199.0,7,Sage Green,#9CAF88,143
PR-00846,PC-011,300968.73,72.3,3,Sky Blue,#87CEEB,47
PR-00847,PC-020,469632.97,164.7,7,Blush Pink,#F9C6C9,5
PR-00848,PC-015,346539.21,125.4,4,Charcoal Black,#36454F,38
PR-00849,PC-009,329343.92,52.1,2,Sky Blue,#87CEEB,266
PR-00850,PC-037,457185.32,157.7,6,Slate Gray,#708090,219
PR-00851,PC-030,423036.95,188.9,6,Terracotta,#E2725B,10
PR-00852,PC-049,406915.59,71.2,2,Charcoal Black,#36454F,205
PR-00853,PC-046,287082.64,92.8,3,Charcoal Black,#36454F,126
PR-00854,PC-035,226452.26,75.4,2,Charcoal Black,#36454F,228
PR-00855,PC-013,438374.1,115.8,5,Sage Green,#9CAF88,287
PR-00856,PC-027,384164.25,119.4,4,Charcoal Black,#36454F,230
PR-00857,PC-048,474905.9,126.1,3,Blush Pink,#F9C6C9,272
PR-00858,PC-022,419033.68,150.4,6,Mustard Yellow,#E1AD01,77
PR-00859,PC-047,260954.16,35.9,1,Mustard Yellow,#E1AD01,267
PR-00860,PC-044,360225.66,83.6,2,Sky Blue,#87CEEB,30
PR-00861,PC-001,477594.85,215.5,7,Blush Pink,#F9C6C9,284
PR-00862,PC-050,422136.84,196.4,7,Forest Green,#228B22,100
PR-00863,PC-012,372143.02,139.0,4,Sky Blue,#87CEEB,222
PR-00864,PC-050,368454.58,160.5,5,Blush Pink,#F9C6C9,204
PR-00865,PC-008,398638.65,63.1,3,Charcoal Black,#36454F,205
PR-00866,PC-023,410921.42,151.1,5,Terracotta,#E2725B,264
PR-00867,PC-016,502869.94,217.1,8,Sand Beige,#F4E1C1,285
PR-00868,PC-045,280661.57,143.3,5,Forest Green,#228B22,68
PR-00869,PC-046,387650.93,174.1,6,Terracotta,#E2725B,212
PR-00870,PC-013,369828.04,80.2,2,Sage Green,#9CAF88,70
PR-00871,PC-030,376353.47,149.0,6,Charcoal Black,#36454F,162
PR-00872,PC-029,239967.02,177.9,6,Charcoal Black,#36454F,136
PR-00873,PC-040,336639.02,81.7,3,Ivory White,#FFFFF0,104
PR-00874,PC-020,426823.5,136.2,4,Charcoal Black,#36454F,25
PR-00875,PC-019,382787.64,130.2,4,Sand Beige,#F4E1C1,283
PR-00876,PC-002,345872.72,136.6,5,Mustard Yellow,#E1AD01,111
PR-00877,PC-003,224247.02,91.3,3,Sand Beige,#F4E1C1,135
PR-00878,PC-045,214305.31,90.5,3,Terracotta,#E2725B,42
PR-00879,PC-021,304578.85,69.3,3,Mustard Yellow,#E1AD01,175
PR-00880,PC-018,259995.5,90.2,4,Charcoal Black,#36454F,201
PR-00881,PC-014,273295.52,49.4,1,Sand Beige,#F4E1C1,238
PR-00882,PC-010,431407.1,141.0,5,Forest Green,#228B22,8
PR-00883,PC-015,251662.82,51.9,2,Slate Gray,#708090,227
PR-00884,PC-049,543697.05,173.3,6,Mustard Yellow,#E1AD01,218
PR-00885,PC-038,540601.58,212.7,7,Mustard Yellow,#E1AD01,193
PR-00886,PC-004,316588.94,46.6,2,Slate Gray,#708090,198
PR-00887,PC-013,353194.5,60.7,2,Slate Gray,#708090,28
PR-00888,PC-035,278592.04,116.7,4,Sage Green,#9CAF88,18
PR-00889,PC-002,418199.85,197.7,6,Blush Pink,#F9C6C9,212
PR-00890,PC-039,443597.24,180.6,7,Sky Blue,#87CEEB,239
PR-00891,PC-020,359930.45,88.2,3,Ivory White,#FFFFF0,80
PR-00892,PC-024,303003.12,109.3,4,Terracotta,#E2725B,98
PR-00893,PC-030,462552.56,219.8,7,Forest Green,#228B22,283
PR-00894,PC-015,270740.25,64.6,2,Ivory White,#FFFFF0,80
PR-00895,PC-028,403012.86,186.3,6,Forest Green,#228B22,182
PR-00896,PC-009,317108.42,50.6,1,Slate Gray,#708090,135
PR-00897,PC-021,504514.43,219.6,7,Mustard Yellow,#E1AD01,199
PR-00898,PC-049,503314.7,139.9,5,Sky Blue,#87CEEB,287
PR-00899,PC-035,240649.32,84.2,2,Ivory White,#FFFFF0,271
PR-00900,PC-043,273718.35,131.1,4,Sand Beige,#F4E1C1,100
PR-00901,PC-021,440954.68,172.6,6,Sage Green,#9CAF88,187
PR-00902,PC-040,312224.51,67.1,2,Mustard Yellow,#E1AD01,100
PR-00903,PC-027,395690.53,118.2,5,Forest Green,#228B22,139
PR-00904,PC-043,346045.48,185.2,7,Sky Blue,#87CEEB,99
PR-00905,PC-012,280612.88,67.7,2,Forest Green,#228B22,261
PR-00906,PC-022,281935.3,50.6,1,Sage Green,#9CAF88,112
PR-00907,PC-026,381234.2,204.4,7,Charcoal Black,#36454F,33
PR-00908,PC-044,538287.58,217.5,7,Sage Green,#9CAF88,120
PR-00909,PC-021,447344.13,180.9,6,Sky Blue,#87CEEB,182
PR-00910,PC-018,321716.79,143.3,5,Sage Green,#9CAF88,77
PR-00911,PC-013,409871.07,103.0,3,Charcoal Black,#36454F,8
PR-00912,PC-006,288346.09,62.4,3,Sage Green,#9CAF88,108
PR-00913,PC-048,586120.72,209.0,7,Ivory White,#FFFFF0,22
PR-00914,PC-046,402845.35,187.7,5,Slate Gray,#708090,1
PR-00915,PC-012,263942.69,52.3,2,Sage Green,#9CAF88,287
PR-00916,PC-026,200442.68,65.8,3,Sand Beige,#F4E1C1,193
PR-00917,PC-023,447487.06,181.0,6,Terracotta,#E2725B,44
PR-00918,PC-027,420465.37,140.9,5,Terracotta,#E2725B,182
PR-00919,PC-016,342304.89,93.5,4,Blush Pink,#F9C6C9,33
PR-00920,PC-039,338168.77,94.3,3,Forest Green,#228B22,138
PR-00921,PC-012,446734.95,195.7,6,Charcoal Black,#36454F,98
PR-00922,PC-018,386725.51,193.1,6,Blush Pink,#F9C6C9,153
PR-00923,PC-047,430814.6,164.4,5,Sand Beige,#F4E1C1,193
PR-00924,PC-026,312657.82,157.5,5,Charcoal Black,#36454F,280
PR-00925,PC-047,411053.32,142.9,5,Charcoal Black,#36454F,259
PR-00926,PC-034,294757.33,44.3,2,Charcoal Black,#36454F,193
PR-00927,PC-024,313591.42,115.4,4,Slate Gray,#708090,275
PR-00928,PC-043,358867.79,197.3,7,Blush Pink,#F9C6C9,242
PR-00929,PC-009,427483.76,132.4,4,Blush Pink,#F9C6C9,174
PR-00930,PC-020,371058.19,90.4,3,Forest Green,#228B22,36
PR-00931,PC-011,450865.62,185.9,7,Sage Green,#9CAF88,51
PR-00932,PC-036,516190.38,205.7,7,Mustard Yellow,#E1AD01,228
PR-00933,PC-033,367940.2,89.1,2,Ivory White,#FFFFF0,250
PR-00934,PC-036,456284.65,158.0,6,Sand Beige,#F4E1C1,238
PR-00935,PC-013,419696.46,115.1,4,Charcoal Black,#36454F,213
PR-00936,PC-010,491663.95,183.8,7,Ivory White,#FFFFF0,295
PR-00937,PC-015,363682.19,132.8,5,Sand Beige,#F4E1C1,287
PR-00938,PC-026,203142.06,87.0,1,Sage Green,#9CAF88,38
PR-00939,PC-041,239813.73,66.1,2,Blush Pink,#F9C6C9,256
PR-00940,PC-018,397390.21,202.4,6,Forest Green,#228B22,164
PR-00941,PC-044,449432.31,149.0,6,Ivory White,#FFFFF0,50
PR-00942,PC-019,348207.38,104.2,4,Forest Green,#228B22,208
PR-00943,PC-021,433462.68,164.0,6,Charcoal Black,#36454F,295
PR-00944,PC-026,284697.41,137.7,5,Ivory White,#FFFFF0,184
PR-00945,PC-008,467311.09,131.5,4,Sage Green,#9CAF88,23
PR-00946,PC-021,321797.06,82.2,3,Sand Beige,#F4E1C1,286
PR-00947,PC-005,445340.86,150.9,6,Sand Beige,#F4E1C1,78
PR-00948,PC-017,352490.15,155.6,5,Slate Gray,#708090,75
PR-00949,PC-018,201510.67,47.8,2,Terracotta,#E2725B,149
PR-00950,PC-028,217013.52,45.3,2,Slate Gray,#708090,188
PR-00951,PC-036,457706.94,168.4,5,Sand Beige,#F4E1C1,256
PR-00952,PC-040,483788.67,196.0,6,Slate Gray,#708090,6
PR-00953,PC-041,373269.43,180.4,5,Charcoal Black,#36454F,193
PR-00954,PC-033,462600.8,161.6,5,Terracotta,#E2725B,119
PR-00955,PC-020,403084.38,114.9,5,Sand Beige,#F4E1C1,267
PR-00956,PC-017,331216.74,140.6,4,Sand Beige,#F4E1C1,58
PR-00957,PC-002,219526.84,38.8,2,Forest Green,#228B22,203
PR-00958,PC-031,223708.68,61.7,3,Sky Blue,#87CEEB,40
PR-00959,PC-014,273725.17,52.6,1,Sky Blue,#87CEEB,58
PR-00960,PC-043,348651.35,192.0,7,Ivory White,#FFFFF0,233
PR-00961,PC-037,369324.55,95.0,3,Blush Pink,#F9C6C9,217
PR-00962,PC-015,279139.18,70.1,3,Sky Blue,#87CEEB,198
PR-00963,PC-033,522862.78,204.5,7,Sage Green,#9CAF88,12
PR-00964,PC-015,396568.79,169.3,5,Sky Blue,#87CEEB,100
PR-00965,PC-016,328689.76,89.4,3,Slate Gray,#708090,212
PR-00966,PC-011,479660.86,216.5,7,Slate Gray,#708090,262
PR-00967,PC-001,349388.57,111.6,4,Ivory White,#FFFFF0,35
PR-00968,PC-046,221294.63,39.2,2,Blush Pink,#F9C6C9,241
PR-00969,PC-043,147894.3,35.2,1,Ivory White,#FFFFF0,109
PR-00970,PC-038,439480.36,136.7,4,Mustard Yellow,#E1AD01,258
PR-00971,PC-048,541480.7,173.1,5,Blush Pink,#F9C6C9,70
PR-00972,PC-002,368014.98,156.8,6,Ivory White,#FFFFF0,140
PR-00973,PC-045,232693.91,103.7,4,Charcoal Black,#36454F,264
PR-00974,PC-038,338374.5,53.5,2,Sage Green,#9CAF88,144
PR-00975,PC-047,406189.7,146.0,5,Terracotta,#E2725B,232
PR-00976,PC-026,273035.69,128.0,4,Slate Gray,#708090,146
PR-00977,PC-024,231307.2,55.2,2,Charcoal Black,#36454F,133
PR-00978,PC-015,267692.01,63.5,3,Terracotta,#E2725B,53
PR-00979,PC-029,233714.92,162.8,7,Mustard Yellow,#E1AD01,197
PR-00980,PC-011,279458.19,54.8,2,Terracotta,#E2725B,27
PR-00981,PC-046,211203.73,39.9,1,Mustard Yellow,#E1AD01,62
PR-00982,PC-029,203292.94,139.7,6,Blush Pink,#F9C6C9,71
PR-00983,PC-049,468148.29,121.6,3,Mustard Yellow,#E1AD01,26
PR-00984,PC-046,421204.06,200.8,6,Forest Green,#228B22,297
PR-00985,PC-006,384932.22,139.8,5,Terracotta,#E2725B,183
PR-00986,PC-026,163725.53,41.4,1,Blush Pink,#F9C6C9,67
PR-00987,PC-007,177176.8,52.1,2,Slate Gray,#708090,91
PR-00988,PC-004,471815.88,159.1,6,Sky Blue,#87CEEB,32
PR-00989,PC-018,368526.01,176.1,7,Sand Beige,#F4E1C1,189
PR-00990,PC-039,339589.41,95.1,3,Slate Gray,#708090,105
PR-00991,PC-006,446910.41,184.6,7,Sky Blue,#87CEEB,21
PR-00992,PC-020,373877.03,89.9,3,Forest Green,#228B22,209
PR-00993,PC-012,255675.15,53.5,1,Forest Green,#228B22,31
PR-00994,PC-004,400298.2,112.1,3,Blush Pink,#F9C6C9,175
PR-00995,PC-017,279319.76,102.4,3,Sky Blue,#87CEEB,4
PR-00996,PC-030,314255.45,110.6,3,Blush Pink,#F9C6C9,295
PR-00997,PC-043,332160.42,179.2,6,Sand Beige,#F4E1C1,91
PR-00998,PC-043,345106.4,182.9,7,Charcoal Black,#36454F,51
PR-00999,PC-023,296535.4,69.5,2,Forest Green,#228B22,120
PR-01000,PC-036,377496.43,103.5,3,Sage Green,#9CAF88,169
PR-01001,PC-018,313367.02,137.6,4,Blush Pink,#F9C6C9,83
PR-01002,PC-013,335810.78,44.2,2,Terracotta,#E2725B,25
PR-01003,PC-041,282226.66,97.8,3,Sand Beige,#F4E1C1,241
PR-01004,PC-005,471488.4,175.5,6,Ivory White,#FFFFF0,218
PR-01005,PC-005,410436.68,130.6,6,Terracotta,#E2725B,264
PR-01006,PC-035,248855.72,86.2,3,Slate Gray,#708090,137
PR-01007,PC-023,289125.96,64.4,2,Sand Beige,#F4E1C1,121
PR-01008,PC-019,333755.37,96.8,3,Forest Green,#228B22,61
PR-01009,PC-042,332583.19,135.0,5,Forest Green,#228B22,147
PR-01010,PC-003,236668.35,95.9,3,Sky Blue,#87CEEB,286
PR-01011,PC-003,227898.37,99.2,3,Ivory White,#FFFFF0,72
PR-01012,PC-031,352881.58,160.0,7,Terracotta,#E2725B,26
PR-01013,PC-041,297494.32,111.2,4,Ivory White,#FFFFF0,96
PR-01014,PC-020,370752.03,88.5,3,Blush Pink,#F9C6C9,10
PR-01015,PC-016,280437.34,52.9,2,Charcoal Black,#36454F,223
PR-01016,PC-036,306975.65,52.9,1,Blush Pink,#F9C6C9,148
PR-01017,PC-009,356564.49,73.6,2,Terracotta,#E2725B,157
PR-01018,PC-042,223345.77,51.9,3,Sand Beige,#F4E1C1,125
PR-01019,PC-041,397264.2,184.4,7,Mustard Yellow,#E1AD01,272
PR-01020,PC-043,181489.38,64.7,2,Slate Gray,#708090,25
PR-01021,PC-020,376670.47,88.9,4,Sand Beige,#F4E1C1,293
PR-01022,PC-040,387944.02,126.6,4,Slate Gray,#708090,196
PR-01023,PC-036,506906.02,196.4,7,Charcoal Black,#36454F,46
PR-01024,PC-028,402044.29,188.0,6,Slate Gray,#708090,121
PR-01025,PC-024,346622.52,143.7,5,Sky Blue,#87CEEB,26
PR-01026,PC-032,390515.39,47.6,2,Forest Green,#228B22,95
PR-01027,PC-007,258709.11,112.2,4,Slate Gray,#708090,207
PR-01028,PC-022,327771.48,82.2,3,Mustard Yellow,#E1AD01,219
PR-01029,PC-004,405127.29,121.8,3,Sky Blue,#87CEEB,236
PR-01030,PC-028,253033.97,77.3,2,Forest Green,#228B22,31
PR-01031,PC-021,349076.51,102.0,3,Forest Green,#228B22,242
PR-01032,PC-049,483287.42,134.7,5,Ivory White,#FFFFF0,66
PR-01033,PC-026,386553.1,210.0,7,Slate Gray,#708090,72
PR-01034,PC-009,401321.96,107.9,4,Mustard Yellow,#E1AD01,197
PR-01035,PC-028,228126.15,51.1,3,Slate Gray,#708090,51
PR-01036,PC-031,204265.92,54.3,2,Ivory White,#FFFFF0,39
PR-01037,PC-044,488359.51,181.2,6,Terracotta,#E2725B,64
PR-01038,PC-046,332499.18,130.6,5,Slate Gray,#708090,56
PR-01039,PC-044,457892.69,159.6,5,Slate Gray,#708090,124
PR-01040,PC-008,455831.66,124.0,4,Sage Green,#9CAF88,188
PR-01041,PC-040,510018.65,211.4,8,Charcoal Black,#36454F,144
PR-01042,PC-034,464947.84,180.5,7,Sky Blue,#87CEEB,177
PR-01043,PC-016,304397.14,69.8,3,Mustard Yellow,#E1AD01,163
PR-01044,PC-003,283167.66,125.5,5,Forest Green,#228B22,230
PR-01045,PC-040,304704.5,55.0,2,Sage Green,#9CAF88,150
PR-01046,PC-008,430063.42,102.5,4,Blush Pink,#F9C6C9,232
PR-01047,PC-007,312360.23,158.9,5,Blush Pink,#F9C6C9,49
PR-01048,PC-038,457915.08,150.0,4,Sage Green,#9CAF88,150
PR-01049,PC-017,403019.39,197.6,6,Mustard Yellow,#E1AD01,180
PR-01050,PC-018,205327.19,47.4,2,Forest Green,#228B22,175
PR-01051,PC-021,403726.13,144.2,4,Forest Green,#228B22,147
PR-01052,PC-026,325916.54,167.4,5,Sky Blue,#87CEEB,240
PR-01053,PC-018,254857.92,87.1,4,Ivory White,#FFFFF0,16
PR-01054,PC-010,304251.16,43.5,2,Terracotta,#E2725B,187
PR-01055,PC-028,217417.94,50.9,1,Sand Beige,#F4E1C1,241
PR-01056,PC-041,292793.52,100.9,4,Terracotta,#E2725B,156
PR-01057,PC-034,425800.46,152.3,5,Sage Green,#9CAF88,104
PR-01058,PC-048,412589.52,75.3,2,Blush Pink,#F9C6C9,190
PR-01059,PC-017,302236.88,113.4,3,Terracotta,#E2725B,244
PR-01060,PC-048,423825.11,73.1,3,Ivory White,#FFFFF0,97
PR-01061,PC-038,541936.76,210.9,7,Forest Green,#228B22,194
PR-01062,PC-050,362610.61,159.3,5,Sand Beige,#F4E1C1,218
PR-01063,PC-046,300418.79,105.2,3,Forest Green,#228B22,148
PR-01064,PC-001,336198.07,102.8,3,Blush Pink,#F9C6C9,229
PR-01065,PC-031,335703.4,154.8,5,Slate Gray,#708090,59
PR-01066,PC-033,361571.52,82.3,2,Sky Blue,#87CEEB,193
PR-01067,PC-008,426077.32,96.8,3,Charcoal Black,#36454F,158
PR-01068,PC-024,276680.37,89.8,3,Sky Blue,#87CEEB,35
PR-01069,PC-048,569103.47,189.1,7,Sand Beige,#F4E1C1,282
PR-01070,PC-020,469376.79,164.8,6,Sage Green,#9CAF88,150
PR-01071,PC-043,333138.69,185.0,6,Forest Green,#228B22,259
PR-01072,PC-009,330460.48,48.0,2,Sky Blue,#87CEEB,244
PR-01073,PC-006,367339.35,125.6,4,Blush Pink,#F9C6C9,245
PR-01074,PC-007,319447.32,167.5,5,Sage Green,#9CAF88,217
PR-01075,PC-012,324975.7,98.5,3,Charcoal Black,#36454F,90
PR-01076,PC-009,439552.99,141.2,4,Sage Green,#9CAF88,190
PR-01077,PC-016,447029.7,186.3,6,Slate Gray,#708090,251
PR-01078,PC-035,341088.56,168.9,5,Sage Green,#9CAF88,250
PR-01079,PC-019,329644.13,93.7,3,Sand Beige,#F4E1C1,71
PR-01080,PC-022,456255.26,188.2,7,Blush Pink,#F9C6C9,268
PR-01081,PC-029,294314.12,209.8,7,Sage Green,#9CAF88,24
PR-01082,PC-006,255381.96,35.2,1,Blush Pink,#F9C6C9,113
PR-01083,PC-032,519096.11,149.6,5,Ivory White,#FFFFF0,202
PR-01084,PC-041,327068.91,146.7,4,Sand Beige,#F4E1C1,292
PR-01085,PC-045,355417.45,198.3,7,Blush Pink,#F9C6C9,147
PR-01086,PC-027,283894.78,39.5,2,Terracotta,#E2725B,48
PR-01087,PC-003,341662.48,183.2,6,Sky Blue,#87CEEB,161
PR-01088,PC-032,376567.25,43.3,1,Mustard Yellow,#E1AD01,281
PR-01089,PC-032,607881.38,219.1,8,Sage Green,#9CAF88,168
PR-01090,PC-008,450617.75,115.2,4,Blush Pink,#F9C6C9,119
PR-01091,PC-024,245428.79,69.3,2,Ivory White,#FFFFF0,77
PR-01092,PC-033,342757.42,62.2,2,Terracotta,#E2725B,112
PR-01093,PC-021,307156.93,67.2,3,Mustard Yellow,#E1AD01,293
PR-01094,PC-046,322937.27,126.8,4,Slate Gray,#708090,130
PR-01095,PC-036,483894.25,182.6,7,Sky Blue,#87CEEB,217
PR-01096,PC-032,601488.45,217.7,7,Sand Beige,#F4E1C1,233
PR-01097,PC-014,363351.2,115.9,4,Forest Green,#228B22,46
PR-01098,PC-006,295134.62,73.3,2,Sky Blue,#87CEEB,269
PR-01099,PC-023,457905.28,186.7,6,Charcoal Black,#36454F,65
PR-01100,PC-039,340639.51,92.9,4,Sand Beige,#F4E1C1,199
PR-01101,PC-022,290354.21,58.5,2,Forest Green,#228B22,87
PR-01102,PC-037,395617.8,110.7,3,Sage Green,#9CAF88,152
PR-01103,PC-026,266356.74,119.9,4,Sky Blue,#87CEEB,223
PR-01104,PC-013,393133.87,89.6,3,Terracotta,#E2725B,174
PR-01105,PC-026,245097.85,102.7,4,Terracotta,#E2725B,246
PR-01106,PC-012,346105.02,112.6,4,Sand Beige,#F4E1C1,76
PR-01107,PC-039,369422.91,117.3,4,Sage Green,#9CAF88,86
PR-01108,PC-029,186802.73,137.3,4,Charcoal Black,#36454F,296
PR-01109,PC-013,448377.06,131.2,5,Sky Blue,#87CEEB,132
PR-01110,PC-043,266910.39,129.5,4,Sky Blue,#87CEEB,272
PR-01111,PC-009,317329.86,42.2,2,Mustard Yellow,#E1AD01,22
PR-01112,PC-043,292469.47,147.5,5,Blush Pink,#F9C6C9,125
PR-01113,PC-029,105194.09,74.0,2,Charcoal Black,#36454F,80
PR-01114,PC-019,427980.5,167.8,5,Blush Pink,#F9C6C9,76
PR-01115,PC-036,510090.55,203.6,7,Sand Beige,#F4E1C1,156
PR-01116,PC-046,355842.67,147.0,5,Sage Green,#9CAF88,95
PR-01117,PC-032,522225.87,153.5,5,Sage Green,#9CAF88,82
