station_id,monthly_temp,monthly_precipitations,monthly_wind_speed,monthly_humidity
PR-01267,18.5,54.5,12.1,61.9
PR-01268,14.9,65.3,12.0,58.1
PR-01269,19.2,53.4,12.7,60.3
PR-01270,17.2,61.8,12.0,59.1
PR-01271,18.2,56.0,12.2,60.4
PR-01272,14.7,68.3,11.9,59.1
PR-01273,16.7,62.4,12.4,60.4
PR-01274,17.5,57.4,12.4,63.2
PR-01275,15.2,61.5,12.0,58.1
PR-01276,18.0,63.1,12.3,59.6
PR-01277,14.8,64.3,11.1,55.9
PR-01278,18.4,53.9,12.5,64.3
PR-01279,16.9,68.7,11.6,59.6
PR-01280,15.1,61.6,11.4,57.1
PR-01281,18.0,57.4,12.0,61.9
PR-01282,19.2,58.5,11.7,61.6
PR-01283,17.4,54.5,12.7,62.0
PR-01284,17.6,62.8,12.3,59.4
PR-01285,16.6,63.6,12.1,62.2
PR-01286,14.3,68.3,11.7,56.3
PR-01287,15.7,70.4,11.2,56.4
PR-01288,21.8,50.5,13.1,62.2
PR-01289,17.1,58.2,11.9,60.3
PR-01290,17.7,60.3,12.2,63.5
PR-01291,17.9,60.2,11.7,61.6
PR-01292,18.0,58.9,12.4,59.7
PR-01293,20.6,58.3,12.3,62.7
PR-01294,17.0,63.0,12.0,58.3
PR-01295,16.8,54.8,11.1,59.0
PR-01296,17.7,57.5,12.2,63.1
PR-01297,14.0,64.9,11.7,56.4
PR-01298,15.7,69.0,11.5,57.4
PR-01299,14.9,64.8,11.2,58.0
PR-01300,12.7,72.7,10.1,51.8
PR-01301,22.3,47.8,13.3,66.0
PR-01302,18.5,54.6,12.2,60.3
PR-01303,20.8,49.5,12.8,65.4
PR-01304,20.5,55.8,13.2,61.6
PR-01305,17.0,66.1,12.3,60.6
PR-01306,16.0,64.2,12.3,57.4
PR-01307,20.1,58.3,12.0,64.3
PR-01308,16.4,57.0,11.6,58.7
PR-01309,16.7,63.8,12.0,58.6
PR-01310,21.4,51.7,13.3,66.6
PR-01311,18.4,56.8,11.6,61.1
PR-01312,16.0,67.1,11.3,58.0
PR-01313,15.2,67.3,11.4,54.7
PR-01314,18.7,62.7,11.3,59.6
PR-01315,16.1,64.2,10.8,58.5
PR-01316,15.5,62.7,11.9,57.9
PR-01317,17.1,54.8,12.6,61.9
PR-01318,16.2,62.3,11.6,57.4
PR-01319,17.6,64.8,12.8,58.5
PR-01320,17.5,58.3,12.9,61.0
PR-01321,16.8,62.5,11.6,56.4
PR-01322,15.6,68.3,11.5,57.0
PR-01323,17.0,65.7,12.4,60.8
PR-01324,18.3,61.7,13.0,60.3
PR-01325,18.4,56.4,12.1,59.5
PR-01326,15.5,59.9,12.5,55.3
PR-01327,14.2,66.3,11.7,57.0
PR-01328,12.6,75.1,10.7,54.8
PR-01329,16.8,60.2,11.9,59.2
PR-01330,18.9,59.2,12.2,63.3
PR-01331,19.8,43.6,12.9,63.4
PR-01332,15.1,59.7,12.2,57.3
PR-01333,15.9,59.0,11.8,59.9
PR-01334,16.5,69.6,11.3,55.9
PR-01335,15.6,67.9,11.1,55.3
PR-01336,17.7,64.4,12.1,57.0
PR-01337,16.0,61.2,11.2,56.4
PR-01338,18.4,59.8,12.6,58.6
PR-01339,15.5,68.6,12.4,56.9
PR-01340,22.5,47.4,13.9,68.6
PR-01341,21.0,52.0,13.4,68.2
PR-01342,21.0,48.2,12.0,61.6
PR-01343,14.8,63.7,11.8,57.4
PR-01344,14.7,70.6,11.3,55.1
PR-01345,14.1,65.7,11.3,59.7
PR-01346,15.0,75.3,12.1,54.3
PR-01347,18.7,57.6,11.9,62.3
PR-01348,17.8,59.4,12.3,58.0
PR-01349,15.2,64.1,11.2,54.8
PR-01350,18.6,61.0,11.9,59.0
PR-01351,13.9,75.5,11.6,55.5
PR-01352,18.7,58.8,12.2,58.7
PR-01353,19.1,54.4,12.5,61.6
PR-01354,16.8,59.7,11.9,59.2
PR-01355,19.3,52.3,12.4,62.4
PR-01356,19.5,57.1,12.9,61.9
PR-01357,19.5,56.5,12.8,63.3
PR-01358,17.0,57.8,11.9,57.5
PR-01359,18.0,61.4,12.2,61.2
PR-01360,19.1,56.6,12.2,58.9
PR-01361,17.5,57.1,13.1,57.9
PR-01362,16.4,59.9,12.1,58.0
PR-01363,16.8,65.8,11.9,56.4
PR-01364,18.6,57.9,11.9,59.9
PR-01365,14.1,72.0,11.5,53.6
PR-01366,18.1,63.5,11.6,59.3
PR-01367,13.6,71.3,10.4,56.4
PR-01368,17.1,62.0,11.3,59.2
PR-01369,13.3,74.0,10.8,55.2
PR-01370,10.7,79.6,9.9,51.1
PR-01371,17.7,59.2,11.9,58.9
PR-01372,13.3,68.2,10.7,53.0
PR-01373,16.0,61.7,12.1,57.1
PR-01374,16.1,67.6,11.6,58.4
PR-01375,13.4,72.7,10.7,54.2
PR-01376,19.0,52.1,12.3,62.5
PR-01377,13.2,74.4,10.6,54.6
PR-01378,15.4,65.6,12.2,59.3
PR-01379,17.1,58.6,11.7,60.5
PR-01380,15.9,57.8,11.8,61.5
PR-01381,17.5,64.7,11.9,58.8
PR-01382,16.2,64.3,11.1,59.3
PR-01383,16.9,62.1,12.1,58.7
PR-01384,18.2,59.3,12.2,59.1
PR-01385,14.3,70.2,11.9,54.7
PR-01386,14.5,69.2,10.3,56.0
PR-01387,13.7,68.9,10.6,53.7
PR-01388,17.1,59.9,12.3,59.4
PR-01389,16.8,60.8,12.1,59.6
PR-01390,15.4,61.8,11.9,58.5
PR-01391,19.7,59.0,11.6,59.6
PR-01392,17.1,58.7,12.5,59.8
PR-01393,17.0,66.3,11.4,58.6
PR-01394,14.7,62.3,11.3,56.9
PR-01395,15.6,61.3,11.7,59.2
PR-01396,19.3,55.8,12.7,64.4
PR-01397,21.1,49.8,13.3,65.5
PR-01398,17.5,55.9,11.5,59.6
PR-01399,17.7,59.4,12.3,59.0
PR-01400,19.7,54.7,13.0,61.8
PR-01401,17.1,61.2,11.8,60.8
PR-01402,17.6,59.6,12.1,56.0
PR-01403,21.3,53.8,12.5,63.3
PR-01404,18.7,56.2,12.5,63.4
PR-01405,20.1,57.3,12.5,64.2
PR-01406,19.4,53.8,12.6,62.5
PR-01407,16.1,65.1,12.2,59.3
PR-01408,18.5,52.1,12.8,59.3
PR-01409,17.9,62.6,12.1,61.7
PR-01410,15.7,61.4,11.5,58.7
PR-01411,14.2,76.5,11.1,55.4
PR-01412,17.7,62.8,12.0,59.6
PR-01413,18.5,59.0,11.5,60.0
PR-01414,17.1,57.5,11.9,58.2
PR-01415,15.7,65.9,11.9,55.8
PR-01416,21.8,50.5,12.8,64.9
PR-01417,16.7,60.4,12.2,58.2
PR-01418,18.7,61.1,11.8,60.4
PR-01419,18.4,67.2,12.0,59.6
PR-01420,17.7,58.4,11.9,61.4
PR-01421,18.2,64.4,12.0,61.6
PR-01422,21.5,56.4,12.2,64.4
PR-01423,17.4,64.9,12.5,61.9
PR-01424,15.7,53.0,11.8,60.3
PR-01425,16.0,64.8,12.1,58.1
PR-01426,16.6,60.6,11.7,57.2
PR-01427,13.4,68.2,11.1,53.8
PR-01428,16.1,63.9,11.9,56.6
PR-01429,18.5,51.8,12.9,61.3
PR-01430,19.3,53.0,12.3,63.3
PR-01431,17.1,64.2,12.3,57.8
PR-01432,17.3,62.5,12.1,62.3
PR-01433,17.4,58.7,12.3,60.7
PR-01434,15.0,63.4,11.4,56.1
PR-01435,16.1,66.0,12.0,55.6
PR-01436,16.0,70.1,12.0,58.6
PR-01437,18.0,57.2,12.4,63.1
PR-01438,17.7,60.8,11.6,57.9
PR-01439,12.7,72.8,9.7,54.2
PR-01440,22.0,45.4,13.9,66.4
PR-01441,20.2,54.1,12.9,60.2
PR-01442,14.9,65.1,11.6,57.9
PR-01443,17.7,61.2,11.1,59.8
PR-01444,14.3,72.1,11.1,52.8
PR-01445,15.7,62.1,11.7,57.6
PR-01446,16.9,60.4,12.6,60.3
PR-01447,17.0,58.6,12.0,61.2
PR-01448,19.5,53.2,11.9,60.0
PR-01449,14.7,71.2,10.8,54.9
PR-01450,18.6,52.6,12.7,65.1
PR-01451,18.5,52.8,13.0,60.3
PR-01452,19.7,53.8,12.5,63.3
PR-01453,17.4,65.1,12.2,61.0
PR-01454,16.5,65.3,11.6,59.5
PR-01455,16.9,59.7,12.3,57.8
PR-01456,20.6,52.7,12.0,60.6
PR-01457,18.5,61.1,12.1,63.1
PR-01458,14.2,72.5,11.5,56.4
PR-01459,14.1,69.5,11.4,56.9
PR-01460,19.9,55.1,11.9,60.8
PR-01461,14.3,69.2,10.9,56.9
PR-01462,17.4,63.0,11.8,61.5
PR-01463,16.2,60.4,11.5,58.3
PR-01464,18.2,60.3,12.6,61.4
PR-01465,20.2,55.4,12.6,62.8
PR-01466,18.1,57.3,12.3,59.1
PR-01467,21.0,51.0,12.4,63.4
PR-01468,15.7,63.3,11.2,61.4
PR-01469,19.3,53.1,12.6,62.3
PR-01470,18.0,56.0,12.6,61.5
PR-01471,17.7,58.2,11.7,59.6
PR-01472,14.8,65.6,10.5,57.2
PR-01473,14.5,65.9,10.5,56.0
PR-01474,15.0,67.9,11.3,58.6
PR-01475,19.9,54.5,13.1,63.7
PR-01476,17.4,62.0,11.9,60.2
PR-01477,15.0,71.8,11.3,58.6
PR-01478,14.8,64.9,11.4,57.4
PR-01479,17.5,64.4,12.3,60.2
PR-01480,15.6,64.4,11.4,58.2
PR-01481,17.6,59.0,11.9,59.2
PR-01482,20.0,52.0,12.8,61.7
PR-01483,16.3,58.4,11.9,56.1
PR-01484,16.3,66.5,11.4,57.2
PR-01485,20.6,50.3,11.8,62.8
PR-01486,17.0,64.5,11.3,57.1
PR-01487,17.8,61.8,11.4,60.2
PR-01488,17.6,57.0,12.4,59.1
PR-01489,17.1,62.7,11.8,58.4
PR-01490,15.4,65.0,11.4,58.0
PR-01491,16.2,57.8,11.8,58.6
PR-01492,20.5,50.8,12.9,66.6
PR-01493,14.8,71.3,12.2,55.0
PR-01494,17.8,59.6,12.2,62.3
PR-01495,19.4,54.1,13.5,62.9
PR-01496,15.9,61.0,10.5,57.4
PR-01497,16.5,63.2,11.4,58.5
PR-01498,16.6,60.4,11.6,60.2
PR-01499,16.4,62.6,12.2,59.4
PR-01500,15.3,67.8,11.8,56.8
PR-01501,20.1,56.1,12.0,62.6
PR-01502,18.5,54.7,12.1,62.3
PR-01503,19.1,55.7,12.3,61.4
PR-01504,18.0,60.1,12.6,61.2
PR-01505,14.5,61.1,11.3,57.2
PR-01506,19.2,54.5,12.7,64.1
PR-01507,18.0,61.9,13.3,60.4
PR-01508,16.2,62.2,11.6,56.8
PR-01509,12.1,76.0,10.3,50.8
PR-01510,17.2,59.6,12.4,59.2
PR-01511,16.1,65.5,11.0,58.7
PR-01512,16.7,63.2,11.9,59.7
PR-01513,16.5,57.8,11.4,60.2
PR-01514,16.9,57.4,11.8,59.8
PR-01515,13.1,66.4,11.0,53.3
PR-01516,21.2,51.1,12.3,63.2
PR-01517,13.6,72.1,11.1,57.1
PR-01518,20.3,53.5,12.7,64.4
PR-01519,23.6,37.0,13.5,68.1
PR-01520,18.5,58.5,12.1,61.4
PR-01521,17.0,57.8,11.7,58.8
PR-01522,19.6,58.7,12.3,62.5
PR-01523,15.4,69.6,11.5,56.8
PR-01524,16.5,62.0,10.9,56.0
PR-01525,15.8,67.3,11.8,56.8
PR-01526,18.7,61.0,12.6,61.0
PR-01527,19.4,50.6,12.6,62.5
PR-01528,18.1,55.3,11.6,62.6
PR-01529,16.0,58.6,11.7,59.8
PR-01530,19.3,53.0,12.8,62.4
PR-01531,19.6,58.5,12.3,59.2
PR-01532,16.2,68.5,11.4,57.1
PR-01533,14.7,71.9,10.9,54.3
PR-01534,16.5,64.1,12.2,57.9
PR-01535,15.2,64.5,11.2,54.3
PR-01536,18.8,56.4,12.4,61.3
PR-01537,16.0,55.9,11.6,59.5
PR-01538,19.7,56.0,12.5,62.1
PR-01539,15.5,64.0,12.0,58.1
PR-01540,10.4,80.2,10.6,52.4
PR-01541,18.5,63.2,11.8,60.3
PR-01542,18.6,59.7,12.8,64.5
PR-01543,17.3,58.6,12.2,59.6
PR-01544,14.9,70.4,11.6,56.9
PR-01545,15.8,61.9,12.5,56.5
PR-01546,13.8,72.6,11.3,55.8
PR-01547,17.5,63.1,12.4,61.3
PR-01548,12.8,68.7,11.9,56.5
PR-01549,15.1,67.2,11.1,57.2
PR-01550,14.7,69.6,11.2,55.7
PR-01551,14.2,66.2,11.2,58.4
PR-01552,18.2,59.3,11.8,59.7
PR-01553,14.5,73.2,11.2,57.8
PR-01554,20.7,52.5,12.5,62.8
PR-01555,16.6,63.6,12.5,59.1
PR-01556,17.1,60.6,12.1,59.9
PR-01557,18.9,55.7,12.3,59.8
PR-01558,16.8,66.0,11.8,63.2
PR-01559,18.1,58.6,12.9,60.0
PR-01560,16.7,63.8,11.5,59.3
PR-01561,19.2,42.3,13.3,62.0
PR-01562,19.5,56.1,12.8,60.3
PR-01563,15.0,68.9,11.3,56.8
PR-01564,13.6,71.2,10.9,55.6
PR-01565,17.2,58.2,11.9,61.1
PR-01566,14.8,71.0,10.8,56.7
PR-01567,17.9,64.9,11.6,60.0
PR-01568,13.6,71.4,11.5,54.9
PR-01569,15.9,61.7,11.7,58.3
PR-01570,18.5,57.1,11.5,59.9
PR-01571,18.5,61.3,12.1,59.7
PR-01572,16.3,61.3,10.9,59.8
PR-01573,14.9,71.9,11.0,57.1
PR-01574,15.3,56.5,11.3,57.3
PR-01575,18.2,58.5,12.1,59.2
PR-01576,13.1,75.0,11.3,55.8
PR-01577,19.2,53.4,12.8,65.0
PR-01578,16.8,64.7,12.3,61.2
PR-01579,22.1,44.2,13.9,64.9
PR-01580,17.3,65.3,12.1,58.6
PR-01581,20.6,56.5,13.1,63.8
PR-01582,17.4,59.4,12.3,61.2
PR-01583,20.0,54.8,12.4,62.7
PR-01584,17.0,62.8,12.1,59.9
PR-01585,20.7,48.9,12.7,64.4
PR-01586,17.5,58.2,12.0,58.7
PR-01587,18.7,58.3,12.7,63.0
PR-01588,16.8,64.3,11.0,57.2
PR-01589,15.8,65.4,12.6,56.3
PR-01590,13.2,70.8,11.6,56.2
PR-01591,16.5,60.4,11.7,58.0
PR-01592,19.5,55.4,12.8,63.0
PR-01593,14.9,66.0,11.8,53.0
PR-01594,20.0,53.7,12.3,62.3
PR-01595,18.6,58.8,12.1,59.5
PR-01596,18.6,61.7,12.1,61.0
PR-01597,18.2,58.8,11.9,60.3
PR-01598,14.0,68.7,10.9,55.2
PR-01599,19.1,56.9,11.9,59.6
PR-01600,16.2,63.4,11.7,57.8
PR-01601,16.3,65.4,11.8,58.1
PR-01602,21.3,50.5,12.6,64.9
PR-01603,15.2,66.8,11.2,58.7
PR-01604,16.1,69.6,11.8,53.9
PR-01605,20.1,51.0,13.0,64.9
PR-01606,16.4,66.4,11.9,56.4
PR-01607,16.5,62.8,11.2,58.3
PR-01608,18.4,58.7,12.1,59.5
PR-01609,16.8,58.4,11.6,58.5
PR-01610,15.1,66.3,11.0,57.8
PR-01611,21.6,53.6,13.7,64.7
PR-01612,12.0,70.5,10.7,50.4
PR-01613,17.9,60.6,12.7,58.8
PR-01614,16.5,63.6,12.1,58.0
PR-01615,17.2,64.9,11.5,58.7
PR-01616,17.3,57.5,12.4,60.0
PR-01617,18.1,60.4,12.1,59.1
PR-01618,18.2,56.4,12.8,61.7
PR-01619,19.2,53.4,12.7,60.7
PR-01620,19.8,54.2,12.6,63.4
PR-01621,18.1,58.2,13.0,58.6
PR-01622,18.3,49.9,12.3,61.7
PR-01623,14.0,66.4,11.4,55.8
PR-01624,13.0,70.7,11.5,55.7
PR-01625,19.2,57.9,13.0,62.5
PR-01626,16.5,61.0,11.0,56.3
PR-01627,17.8,52.4,11.8,60.2
PR-01628,17.1,63.6,11.5,59.2
PR-01629,20.4,52.2,13.0,63.7
PR-01630,16.4,59.8,11.7,61.1
PR-01631,16.1,56.5,11.8,58.5
PR-01632,17.3,56.9,12.6,61.0
PR-01633,20.2,53.2,13.1,63.3
PR-01634,15.7,67.6,11.7,57.1
PR-01635,15.8,62.0,12.2,59.7
PR-01636,15.9,69.2,10.8,56.6
PR-01637,15.7,72.3,10.8,57.3
PR-01638,17.8,58.6,12.8,62.1
PR-01639,17.0,58.0,12.6,59.3
PR-01640,13.9,64.5,11.3,53.3
PR-01641,19.4,58.2,11.6,61.0
PR-01642,16.4,64.5,12.3,58.0
PR-01643,18.0,56.6,12.0,60.8
PR-01644,16.1,58.2,12.3,59.2
PR-01645,16.0,63.7,11.9,57.7
PR-01646,16.1,60.4,11.5,60.4
PR-01647,18.4,62.3,11.3,60.8
PR-01648,19.0,55.6,12.7,62.1
PR-01649,15.4,61.7,12.0,55.9
PR-01650,16.5,63.0,11.3,59.0
PR-01651,19.7,54.9,12.7,63.1
PR-01652,19.9,52.3,13.2,64.3
PR-01653,19.8,52.7,12.3,65.3
PR-01654,15.0,61.8,11.1,60.0
PR-01655,13.3,66.2,10.0,52.3
PR-01656,13.5,73.5,10.9,54.9
PR-01657,15.7,59.8,11.8,60.0
PR-01658,19.8,55.6,12.3,62.5
PR-01659,17.5,60.7,11.7,59.7
PR-01660,19.4,48.5,12.1,61.7
PR-01661,16.2,61.9,12.1,57.2
PR-01662,16.7,60.5,11.6,59.2
PR-01663,16.2,59.1,12.1,59.6
PR-01664,14.9,66.8,12.4,53.8
PR-01665,11.9,71.3,10.8,53.6
PR-01666,15.6,60.5,11.4,57.8
PR-01667,16.8,63.0,12.0,60.1
PR-01668,16.3,63.1,11.7,56.1
PR-01669,14.3,74.2,10.9,54.4
PR-01670,19.4,51.0,12.8,60.1
PR-01671,17.6,53.5,12.3,61.4
PR-01672,14.1,70.3,10.9,56.5
PR-01673,16.3,59.4,11.3,59.3
PR-01674,16.9,66.8,10.8,56.8
PR-01675,17.1,57.6,11.8,62.5
PR-01676,17.0,67.9,11.5,60.2
PR-01677,16.6,63.1,11.4,59.4
PR-01678,19.9,53.1,13.3,62.3
PR-01679,14.2,71.8,10.8,56.6
PR-01680,15.2,65.7,11.7,56.3
PR-01681,15.9,58.1,11.5,59.3
PR-01682,13.6,64.7,10.6,57.9
PR-01683,14.7,61.0,10.9,58.6
PR-01684,17.1,66.3,11.2,56.9
PR-01685,19.8,53.0,12.2,62.6
PR-01686,20.3,50.7,12.9,62.6
PR-01687,19.7,60.5,12.3,62.0
PR-01688,14.5,69.9,11.3,56.1
PR-01689,12.2,71.7,10.0,52.5
PR-01690,19.1,59.7,12.0,61.9
PR-01691,15.3,62.3,10.6,55.8
PR-01692,20.1,47.5,12.6,62.3
PR-01693,16.0,65.4,11.9,58.3
PR-01694,19.7,52.9,12.8,63.8
PR-01695,17.6,66.2,11.9,61.4
PR-01696,17.1,60.0,11.8,58.1
PR-01697,20.0,56.9,12.9,64.1
PR-01698,16.1,66.8,11.3,61.3
PR-01699,19.5,58.7,12.2,62.9
PR-01700,16.2,60.5,11.9,58.8
PR-01701,15.2,66.8,10.9,57.3
PR-01702,19.4,60.9,13.0,62.9
PR-01703,17.9,58.3,12.4,61.3
PR-01704,16.5,64.9,11.3,56.5
PR-01705,17.9,62.4,12.6,58.4
PR-01706,19.6,50.3,12.6,61.9
PR-01707,14.2,66.6,11.4,57.5
PR-01708,17.3,60.9,12.1,62.1
PR-01709,19.1,56.8,12.4,63.2
PR-01710,19.2,51.2,11.4,61.0
PR-01711,18.9,59.2,12.0,58.5
PR-01712,18.3,56.2,12.3,62.7
PR-01713,15.1,59.1,12.0,56.2
PR-01714,15.2,61.1,12.0,58.1
PR-01715,14.1,70.9,11.6,57.1
PR-01716,20.4,54.1,12.7,63.2
PR-01717,16.2,64.1,11.6,59.6
PR-01718,12.6,70.7,10.8,53.9
PR-01719,20.5,53.1,12.8,61.6
PR-01720,20.1,50.2,12.6,63.5
PR-01721,16.1,65.2,11.6,56.2
PR-01722,18.7,57.7,12.1,60.5
PR-01723,20.4,53.3,12.7,63.8
PR-01724,20.3,49.5,13.3,61.7
PR-01725,17.0,58.8,11.7,59.9
PR-01726,15.8,65.7,11.6,58.4
PR-01727,18.0,60.2,11.6,60.5
PR-01728,18.3,61.4,12.5,61.4
PR-01729,16.1,60.8,12.2,57.6
PR-01730,20.2,57.6,12.9,62.4
PR-01731,20.3,59.2,12.1,62.0
PR-01732,18.3,57.8,12.7,62.4
PR-01733,19.5,54.7,12.3,62.1
PR-01734,20.7,55.8,12.4,65.0
PR-01735,12.0,77.5,10.0,53.0
PR-01736,17.2,58.4,12.1,62.8
PR-01737,17.9,62.2,11.7,61.6
PR-01738,13.6,67.4,10.3,53.8
PR-01739,19.1,56.3,11.6,60.1
PR-01740,14.4,71.7,11.6,55.1
PR-01741,17.6,58.9,11.9,60.4
PR-01742,19.1,54.4,13.0,59.9
PR-01743,19.3,60.3,12.0,60.0
PR-01744,14.9,69.6,11.7,57.0
PR-01745,15.8,65.5,11.5,58.8
PR-01746,18.6,53.5,12.8,62.5
PR-01747,16.7,61.0,11.5,59.5
PR-01748,17.3,57.8,12.5,60.0
PR-01749,16.7,57.4,12.2,59.3
PR-01750,19.5,53.4,11.9,63.4
PR-01751,25.6,40.0,14.0,69.7
PR-01752,20.7,56.3,12.4,63.3
PR-01753,21.1,52.7,13.7,63.8
PR-01754,18.5,58.4,12.8,63.8
PR-01755,14.8,65.5,11.3,58.5
PR-01756,15.4,65.5,11.3,57.6
PR-01757,19.8,59.1,13.1,61.1
PR-01758,14.1,74.9,10.6,54.8
PR-01759,20.0,53.1,12.7,60.1
PR-01760,17.9,59.3,11.4,60.6
PR-01761,18.4,53.4,12.4,61.4
PR-01762,18.6,59.7,11.4,60.5
PR-01763,15.3,67.3,11.8,57.9
PR-01764,15.4,71.0,11.3,56.0
PR-01765,19.0,51.9,12.2,61.2
PR-01766,21.5,49.7,13.1,66.9
PR-01767,16.0,64.9,11.4,57.4
PR-01768,19.0,56.7,12.5,63.7
PR-01769,13.9,69.5,11.3,53.9
PR-01770,17.9,61.7,12.0,57.6
PR-01771,19.2,55.8,12.6,62.1
PR-01772,17.5,54.9,12.2,59.0
PR-01773,16.9,62.2,11.6,61.6
PR-01774,21.1,51.2,11.5,61.6
PR-01775,15.8,56.8,12.2,58.9
PR-01776,19.5,53.1,12.4,62.0
PR-01777,18.4,62.3,12.3,59.4
PR-01778,15.6,69.9,11.9,60.0
PR-01779,19.0,59.7,11.9,61.1
PR-01780,20.0,55.6,12.3,62.0
PR-01781,21.1,48.5,12.3,66.0
PR-01782,13.0,70.0,10.5,56.1
PR-01783,16.7,64.9,12.5,56.3
PR-01784,18.4,58.8,12.6,60.0
PR-01785,16.9,68.5,11.8,56.8
PR-01786,19.9,59.1,13.4,63.0
PR-01787,15.9,55.8,12.2,60.1
PR-01788,11.9,73.5,10.6,53.8
PR-01789,12.5,75.3,10.1,52.3
PR-01790,15.1,62.2,11.0,56.3
PR-01791,16.9,61.8,12.0,60.2
PR-01792,16.7,58.8,11.3,57.3
PR-01793,16.7,65.4,11.0,56.7
PR-01794,18.7,53.2,13.0,61.0
PR-01795,14.0,70.9,10.8,58.6
PR-01796,18.2,53.9,12.6,60.9
PR-01797,17.5,55.8,12.9,59.8
PR-01798,17.3,56.4,11.5,59.1
PR-01799,14.3,70.0,10.7,56.0
PR-01800,20.4,51.6,13.4,64.8
PR-01801,21.7,49.4,13.1,67.0
PR-01802,18.9,56.8,11.7,63.0
PR-01803,18.1,51.7,12.1,61.8
PR-01804,17.7,58.4,12.1,60.8
PR-01805,12.4,77.4,10.6,53.2
PR-01806,19.1,57.7,12.1,62.2
PR-01807,14.5,66.6,10.7,55.8
PR-01808,16.4,65.3,11.3,57.0
PR-01809,16.1,62.0,12.1,61.1
PR-01810,10.9,80.2,10.1,51.8
PR-01811,18.4,57.3,12.0,62.0
PR-01812,18.4,55.7,12.5,61.5
PR-01813,17.7,60.0,12.1,58.3
PR-01814,19.8,56.1,12.4,62.5
PR-01815,16.1,63.1,12.0,57.6
PR-01816,18.4,52.7,12.4,62.8
PR-01817,16.3,59.9,11.7,59.1
PR-01818,16.6,68.1,11.6,57.3
PR-01819,17.7,59.9,12.3,58.4
PR-01820,14.2,72.4,10.4,54.8
PR-01821,19.2,55.7,12.9,60.4
PR-01822,14.8,68.0,10.8,57.7
PR-01823,19.3,56.1,12.9,62.7
PR-01824,15.4,65.5,11.3,58.9
PR-01825,14.0,63.7,11.9,58.3
PR-01826,15.7,65.4,11.1,58.2
PR-01827,16.7,62.7,11.9,59.1
PR-01828,17.8,59.8,11.7,61.5
PR-01829,22.6,46.0,13.1,69.1
PR-01830,20.4,56.4,12.8,63.5
PR-01831,15.5,68.1,11.7,54.9
PR-01832,12.6,77.7,10.9,54.1
PR-01833,15.5,65.5,11.5,57.3
PR-01834,17.3,60.5,11.6,59.9
PR-01835,18.8,56.8,12.1,63.1
PR-01836,21.6,51.3,12.3,63.9
PR-01837,17.0,58.4,11.8,58.8
PR-01838,13.6,69.6,11.5,55.2
PR-01839,16.8,60.9,12.4,58.5
PR-01840,16.0,66.7,11.2,58.3
PR-01841,20.7,53.0,13.4,65.4
PR-01842,19.0,60.8,11.7,61.9
PR-01843,13.0,74.1,11.8,55.5
PR-01844,17.4,57.3,11.9,60.5
PR-01845,17.8,66.4,12.2,58.6
PR-01846,13.3,71.6,11.0,52.7
PR-01847,11.7,67.7,10.7,54.2
PR-01848,17.7,65.3,12.0,61.9
PR-01849,16.1,65.0,12.3,58.8
PR-01850,19.7,57.9,13.0,62.8
PR-01851,19.1,56.5,12.7,62.6
PR-01852,16.0,58.5,11.0,58.2
PR-01853,18.9,53.3,12.7,59.5
PR-01854,17.9,60.3,11.9,61.0
PR-01855,19.8,58.1,12.0,61.9
PR-01856,19.2,60.3,12.7,62.1
PR-01857,19.6,60.3,11.9,60.8
PR-01858,19.6,51.7,11.7,64.0
PR-01859,18.2,56.8,12.2,58.2
PR-01860,20.0,55.4,12.6,62.6
PR-01861,16.3,58.6,11.4,58.0
PR-01862,18.9,57.9,11.6,61.0
PR-01863,17.4,60.5,12.3,59.4
PR-01864,19.3,55.3,12.3,61.9
PR-01865,23.0,49.8,13.6,64.2
PR-01866,17.5,58.8,12.2,58.8
PR-01867,19.5,54.3,12.8,61.4
PR-01868,18.4,57.3,11.9,62.0
PR-01869,15.9,62.9,12.0,55.0
PR-01870,17.4,58.5,12.0,61.4
PR-01871,14.6,67.1,12.1,56.1
PR-01872,18.3,56.5,11.5,62.3
PR-01873,20.3,59.0,13.0,64.1
PR-01874,13.7,68.4,11.3,53.8
PR-01875,20.6,45.9,13.2,62.7
PR-01876,19.4,53.3,12.6,62.5
PR-01877,14.5,71.6,10.8,55.2
PR-01878,18.0,59.9,12.1,59.4
PR-01879,16.7,71.2,11.8,55.7
PR-01880,17.3,60.5,12.6,60.9
PR-01881,16.7,65.1,11.7,60.5
PR-01882,15.0,67.3,11.1,57.2
PR-01883,15.1,65.5,11.4,57.1
PR-01884,16.9,64.9,11.5,57.9
PR-01885,17.0,62.6,11.3,58.7
PR-01886,21.7,49.4,13.1,66.6
PR-01887,12.7,72.3,10.6,54.2
PR-01888,21.2,51.7,13.5,64.1
PR-01889,16.0,66.3,10.9,57.0
PR-01890,15.1,66.8,11.2,57.9
PR-01891,16.2,62.4,11.5,60.9
PR-01892,15.5,66.2,11.5,59.7
PR-01893,14.4,70.0,10.8,53.3
PR-01894,18.4,60.2,12.4,62.0
PR-01895,21.5,51.2,13.2,64.0
PR-01896,17.8,61.9,11.8,59.4
PR-01897,18.1,55.3,12.6,61.3
PR-01898,13.3,63.6,10.5,55.8
PR-01899,14.8,68.3,11.5,56.6
PR-01900,13.6,68.4,10.8,54.9
